#cassette	component type or tool_uses	tool or CV term	pub_curies	internal_note	where tool data came from
FBti0167947_cas	tagged_with	FBto0000027	FBrf0225747		TOOL DATA from: FBal0302198
FBti0237739_cas	carries_tool	FBto0000318	FBrf0258900		TOOL DATA from: FBal0400437
FBti0237740_cas	carries_tool	FBto0000318	FBrf0258900		TOOL DATA from: FBal0400438
FBti0237740_cas	tagged_with	FBto0000031	FBrf0258900		TOOL DATA from: FBal0400438
FBti0237741_cas	carries_tool	FBto0000318	FBrf0258900		TOOL DATA from: FBal0400439
FBti0237742_cas	carries_tool	FBto0000318	FBrf0258900		TOOL DATA from: FBal0400440
FBti0237742_cas	tagged_with	FBto0000031	FBrf0258900		TOOL DATA from: FBal0400440
FBti0237743_cas	carries_tool	FBto0000318	FBrf0258900		TOOL DATA from: FBal0400441
FBti0237744_cas	carries_tool	FBto0000318	FBrf0258900		TOOL DATA from: FBal0400442
FBti0237744_cas	tagged_with	FBto0000118	FBrf0258900		TOOL DATA from: FBal0400442
FBti0237769_cas	tagged_with	FBto0000031	FBrf0259000		TOOL DATA from: FBal0400497
FBti0237769_cas	tagged_with	FBto0000076	FBrf0259000		TOOL DATA from: FBal0400497
FBti0237769_cas	tagged_with	FBto0000403	FBrf0259000		TOOL DATA from: FBal0400497
FBti0237770_cas	tagged_with	FBto0000076	FBrf0259000		TOOL DATA from: FBal0400505
FBti0237770_cas	tagged_with	FBto0000118	FBrf0259000		TOOL DATA from: FBal0400505
FBti0237770_cas	tagged_with	FBto0000403	FBrf0259000		TOOL DATA from: FBal0400505
FBti0237771_cas	tagged_with	FBto0000031	FBrf0259000		TOOL DATA from: FBal0400506
FBti0237771_cas	tagged_with	FBto0000076	FBrf0259000		TOOL DATA from: FBal0400506
FBti0237771_cas	tagged_with	FBto0000403	FBrf0259000		TOOL DATA from: FBal0400506
FBti0237789_cas	carries_tool	FBto0000349	FBrf0259307		TOOL DATA from: FBal0400548
FBti0237789_cas	carries_tool	FBto0000356	FBrf0259307		TOOL DATA from: FBal0400548
FBti0237790_cas	carries_tool	FBto0000349	FBrf0259307		TOOL DATA from: FBal0400549
FBti0237790_cas	carries_tool	FBto0000356	FBrf0259307		TOOL DATA from: FBal0400549
FBti0237800_cas	carries_tool	FBto0000349	FBrf0258976		TOOL DATA from: FBal0400583
FBti0237800_cas	carries_tool	FBto0000356	FBrf0258976		TOOL DATA from: FBal0400583
FBti0237801_cas	carries_tool	FBto0000349	FBrf0258976		TOOL DATA from: FBal0400584
FBti0237801_cas	carries_tool	FBto0000356	FBrf0258976		TOOL DATA from: FBal0400584
FBti0237802_cas	carries_tool	FBto0000349	FBrf0258976		TOOL DATA from: FBal0400581
FBti0237802_cas	carries_tool	FBto0000356	FBrf0258976		TOOL DATA from: FBal0400581
FBti0237803_cas	carries_tool	FBto0000349	FBrf0258976		TOOL DATA from: FBal0400582
FBti0237803_cas	carries_tool	FBto0000356	FBrf0258976		TOOL DATA from: FBal0400582
FBti0237804_cas	carries_tool	FBto0000349	FBrf0257308		TOOL DATA from: FBal0400604
FBti0237804_cas	carries_tool	FBto0000356	FBrf0257308		TOOL DATA from: FBal0400604
FBti0237811_cas	tagged_with	FBto0000622	FBrf0257429		TOOL DATA from: FBal0400616
FBti0237812_cas	tagged_with	FBto0000622	FBrf0257429		TOOL DATA from: FBal0400617
FBti0237842_cas	tagged_with	FBto0000031	FBrf0259207		TOOL DATA from: FBal0400701
FBti0237844_cas	carries_tool	FBto0000349	FBrf0259101		TOOL DATA from: FBal0400717
FBti0237844_cas	tagged_with	FBto0000031	FBrf0259101		TOOL DATA from: FBal0400717
FBti0237849_cas	carries_tool	FBto0000349	FBrf0259048		TOOL DATA from: FBal0400722
FBti0237849_cas	tagged_with	FBto0000063	FBrf0259048		TOOL DATA from: FBal0400722
FBti0238052_cas	tagged_with	FBto0000031	FBrf0230588		TOOL DATA from: FBal0401053
FBti0238063_cas	tagged_with	FBto0000118	FBrf0259138		TOOL DATA from: FBal0401075
FBti0238077_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0238077_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0238083_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0126682
FBti0238083_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0126682
FBti0238084_cas	encodes_tool	FBto0000166			TOOL DATA from: FBtp0141341
FBti0238084_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0141341
FBti0238085_cas	encodes_tool	FBto0000146			TOOL DATA from: FBtp0116623
FBti0238085_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0116623
FBti0238103_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401180
FBti0238103_cas	tagged_with	FBto0000077	FBrf0259157		TOOL DATA from: FBal0401180
FBti0238104_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401181
FBti0238104_cas	tagged_with	FBto0000077	FBrf0259157		TOOL DATA from: FBal0401181
FBti0238105_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401182
FBti0238105_cas	tagged_with	FBto0000077	FBrf0259157		TOOL DATA from: FBal0401182
FBti0238106_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401183
FBti0238106_cas	tagged_with	FBto0000077	FBrf0259157		TOOL DATA from: FBal0401183
FBti0238107_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401184
FBti0238107_cas	tagged_with	FBto0000077	FBrf0259157		TOOL DATA from: FBal0401184
FBti0238108_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401185
FBti0238108_cas	tagged_with	FBto0000077	FBrf0259157		TOOL DATA from: FBal0401185
FBti0238109_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401186
FBti0238109_cas	carries_tool	FBto0000349	FBrf0259157		TOOL DATA from: FBal0401187
FBti0238389_cas	carries_tool	FBto0000349	FBrf0259229		TOOL DATA from: FBal0401679
FBti0238389_cas	tagged_with	FBto0000118	FBrf0259229		TOOL DATA from: FBal0401679
FBti0238390_cas	carries_tool	FBto0000349	FBrf0259229		TOOL DATA from: FBal0401680
FBti0238390_cas	tagged_with	FBto0000030	FBrf0259229		TOOL DATA from: FBal0401680
FBti0238396_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0238396_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0238400_cas	tagged_with	FBto0000077	FBrf0252098		TOOL DATA from: FBal0401731
FBti0238401_cas	tagged_with	FBto0000027	FBrf0259266		TOOL DATA from: FBal0401752
FBti0238401_cas	tagged_with	FBto0000076	FBrf0259266		TOOL DATA from: FBal0401752
FBti0238402_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238402_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238402_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401794
FBti0238402_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401868
FBti0238403_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238403_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238403_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401795
FBti0238403_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401872
FBti0238404_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238404_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238404_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401796
FBti0238404_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401876
FBti0238405_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238405_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238405_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401797
FBti0238405_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401878
FBti0238406_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238406_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238406_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401798
FBti0238406_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401882
FBti0238407_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238407_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238407_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401799
FBti0238407_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401887
FBti0238408_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238408_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238408_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401800
FBti0238408_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401891
FBti0238409_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238409_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238409_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401801
FBti0238409_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401895
FBti0238410_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238410_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238410_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401802
FBti0238410_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401898
FBti0238411_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238411_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238411_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401803
FBti0238411_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401900
FBti0238412_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238412_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238412_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401804
FBti0238412_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401903
FBti0238413_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238413_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238413_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401805
FBti0238413_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401907
FBti0238414_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238414_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238414_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401806
FBti0238414_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401911
FBti0238415_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238415_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238415_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401807
FBti0238415_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401915
FBti0238416_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238416_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238416_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401808
FBti0238416_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401921
FBti0238417_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238417_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238417_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401809
FBti0238417_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401925
FBti0238418_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238418_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238418_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401810
FBti0238418_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401929
FBti0238419_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238419_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238419_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401811
FBti0238419_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401869
FBti0238420_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238420_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238420_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401812
FBti0238420_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401879
FBti0238421_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238421_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238421_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401813
FBti0238421_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401883
FBti0238422_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238422_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238422_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401814
FBti0238422_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401888
FBti0238423_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238423_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238423_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401815
FBti0238423_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401892
FBti0238424_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238424_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238424_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401816
FBti0238424_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401896
FBti0238425_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238425_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238425_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401817
FBti0238425_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401901
FBti0238426_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238426_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238426_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401818
FBti0238426_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401904
FBti0238427_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238427_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238427_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401819
FBti0238427_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401908
FBti0238428_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238428_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238428_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401820
FBti0238428_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401912
FBti0238429_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238429_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238429_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401821
FBti0238429_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401916
FBti0238430_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238430_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238430_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401822
FBti0238430_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401922
FBti0238431_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238431_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238431_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401823
FBti0238431_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401926
FBti0238432_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238432_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238432_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401824
FBti0238432_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401930
FBti0238433_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0168557
FBti0238433_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0168557
FBti0238433_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0168557
FBti0238433_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401825
FBti0238433_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401825
FBti0238433_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401825
FBti0238433_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401865
FBti0238433_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401865
FBti0238433_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401865
FBti0238433_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401933
FBti0238433_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401933
FBti0238433_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401933
FBti0238434_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0140110
FBti0238434_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0140110
FBti0238434_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401826
FBti0238434_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401826
FBti0238434_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401826
FBti0238434_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401935
FBti0238434_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401935
FBti0238434_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401935
FBti0238435_cas	encodes_tool	FBto0000153			TOOL DATA from: FBtp0168557
FBti0238435_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0168557
FBti0238435_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0168557
FBti0238435_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401827
FBti0238435_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401827
FBti0238435_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401827
FBti0238435_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401867
FBti0238435_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401867
FBti0238435_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401867
FBti0238435_cas	carries_tool	FBto0000318	FBrf0259179		TOOL DATA from: FBal0401936
FBti0238435_cas	carries_tool	FBto0000345	FBrf0259179		TOOL DATA from: FBal0401936
FBti0238435_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401936
FBti0238436_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238436_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238436_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401829
FBti0238436_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401870
FBti0238437_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238437_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238437_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401830
FBti0238437_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401873
FBti0238438_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238438_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238438_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401831
FBti0238438_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401874
FBti0238439_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238439_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238439_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401832
FBti0238439_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401877
FBti0238440_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238440_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238440_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401833
FBti0238440_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401880
FBti0238441_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238441_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238441_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401834
FBti0238441_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401884
FBti0238442_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238442_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238442_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401835
FBti0238442_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401889
FBti0238443_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238443_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238443_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401836
FBti0238443_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401893
FBti0238444_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238444_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238444_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401837
FBti0238444_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401897
FBti0238445_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238445_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238445_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401838
FBti0238445_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401899
FBti0238446_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238446_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238446_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401839
FBti0238446_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401902
FBti0238447_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238447_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238447_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401840
FBti0238447_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401905
FBti0238448_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238448_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238448_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401841
FBti0238448_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401909
FBti0238449_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238449_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238449_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401842
FBti0238449_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401913
FBti0238450_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238450_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238450_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401843
FBti0238450_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401917
FBti0238451_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238451_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238451_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401844
FBti0238451_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401919
FBti0238452_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238452_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238452_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401845
FBti0238452_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401923
FBti0238453_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238453_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238453_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401846
FBti0238453_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401927
FBti0238454_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238454_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238454_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401847
FBti0238454_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401931
FBti0238455_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238455_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238455_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401848
FBti0238455_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401871
FBti0238456_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238456_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
FBti0238456_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401849
FBti0238456_cas	carries_tool	FBto0000349	FBrf0259179		TOOL DATA from: FBal0401875
FBti0238457_cas	encodes_tool	FBto0000168			TOOL DATA from: FBtp0147466
FBti0238457_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0147466
